pID;Name;Surname;Salary;Domain;State;Role;Gender;Ethnicity;FamSituation;Performance;Rating
1830;Deangelo;Murillo;Zone A;Production       ;MA;MANAGER;Female;Black;Married;Needs Improvement;3
1831;Emerson;Gallagher;Zone B;Production       ;MA;CLERK;Female;Asian;Widowed;Needs Improvement;3
1832;April;Bentley;Zone A;Production       ;MA;CLERK;Female;White;Married;Needs Improvement;3
1833;Ainsley;Booth;Zone B;Production       ;MA;CLERK;Female;White;Married;Needs Improvement;3
1834;Dereon;Huffman;Zone C;Production       ;MA;MANAGER;Female;White;Divorced;Needs Improvement;3
1835;Colin;Cherry;Zone B;Production       ;MA;CLERK;Female;Asian;Single;Needs Improvement;3
1836;Karla;Hines;Zone B;Production       ;MA;CLERK;Male;Hispanic;Divorced;Needs Improvement;3
1837;Colton;Decker;Zone B;Production       ;MA;CLERK;Female;Asian;Divorced;Needs Improvement;3
1838;Jayleen;Tran;Zone A;Production       ;MA;CLERK;Female;White;Widowed;Exceeds;3
1839;Aydin;Perry;Zone A;Production       ;MA;CLERK;Female;Other;Single;Exceeds;3
1840;Jenna;Casey;Zone B;Production       ;MA;CLERK;Female;Hispanic;Single;Exceeds;3
1841;Remington;Bullock;Zone B;Production       ;MA;CLERK;Female;Hispanic;Widowed;Exceeds;3
1842;Delaney;Stewart;Zone B;Production       ;MA;MANAGER;Male;Asian;Divorced;Exceeds;3
1843;Saige;Jones;Zone C;Production       ;MA;CLERK;Male;Hispanic;Married;Needs Improvement;3
1844;Camryn;Fritz;Zone A;Production       ;MA;CLERK;Female;Other;Single;Exceeds;3
1845;Amanda;Lambert;Zone A;Production       ;MA;CLERK;Female;Black;Single;Needs Improvement;3
1846;Winston;Callahan;Zone C;Production       ;MA;CLERK;Male;Black;Single;Needs Improvement;3
1847;Maverick;Lang;Zone C;Production       ;MA;MANAGER;Male;Other;Divorced;Needs Improvement;3
1848;Harold;Reid;Zone C;Production       ;MA;CLERK;Male;Black;Divorced;PIP;3
1849;Cindy;York;Zone B;Production       ;MA;MANAGER;Female;Hispanic;Divorced;PIP;3
1850;Breanna;Cardenas;Zone A;Production       ;MA;CLERK;Female;White;Married;PIP;3
1851;Tripp;Blake;Zone B;Production       ;MA;CLERK;Female;Hispanic;Single;PIP;3
1852;Elaine;Moon;Zone A;Production       ;MA;CLERK;Female;Black;Single;PIP;3
1853;Jaime;Morrow;Zone B;Production       ;MA;CLERK;Female;Other;Divorced;PIP;3
1854;Leslie;Potts;Zone A;Production       ;MA;CLERK;Female;Asian;Married;PIP;3
1855;Keith;Haas;Zone B;Production       ;MA;CLERK;Male;Other;Married;Exceeds;3
1856;Matteo;Oneal;Zone A;Production       ;MA;CLERK;Female;Black;Widowed;Exceeds;3
1857;Erik;Graham;Zone C;Production       ;MA;CLERK;Male;Other;Divorced;Exceeds;3
1858;Lailah;Haney;Zone A;Production       ;MA;CLERK;Female;Asian;Widowed;Exceeds;3
1859;Mohamed;Gay;Zone A;Production       ;MA;CLERK;Female;Hispanic;Married;Exceeds;3
1860;Frankie;Banks;Zone B;Production       ;MA;MANAGER;Female;Asian;Divorced;Exceeds;3
1861;Lorelei;Glass;Zone A;Production       ;MA;CLERK;Male;Black;Widowed;Exceeds;3
1862;Marie;Moyer;Zone C;Production       ;MA;CLERK;Male;Other;Single;Exceeds;3
1863;Amari;Bowen;Zone C;Production       ;MA;CLERK;Female;Other;Single;Exceeds;3
1864;Prince;Dickerson;Zone A;Production       ;MA;CLERK;Female;Hispanic;Married;Exceeds;3
1865;Lane;Church;Zone C;Production       ;MA;CLERK;Female;Asian;Single;Exceeds;3
1866;Cassie;Nolan;Zone A;Production       ;MA;CLERK;Male;Asian;Divorced;Exceeds;3
1867;Mauricio;Buchanan;Zone B;Production       ;MA;CLERK;Male;Asian;Divorced;Needs Improvement;3
1868;Briana;Wang;Zone A;Production       ;MA;CLERK;Male;Black;Single;Needs Improvement;3
1869;Salma;Blackwell;Zone C;Production       ;MA;CLERK;Female;Asian;Married;Exceeds;3
1870;Shelby;Frazier;Zone B;Production       ;MA;CLERK;Female;Hispanic;Married;Fully Meets;3
1871;Lindsay;Becker;Zone C;Production       ;MA;CLERK;Female;White;Widowed;Fully Meets;3
1872;Reyna;Good;Zone B;Production       ;MA;CLERK;Female;Hispanic;Married;Fully Meets;3
1873;Nathalie;Rivera;Zone C;Production       ;MA;CLERK;Female;Black;Married;Fully Meets;3
1874;Saniyah;Schroeder;Zone B;Production       ;MA;CLERK;Male;Asian;Widowed;Fully Meets;3
1875;Taylor;Mann;Zone C;Production       ;MA;CLERK;Male;Other;Single;Fully Meets;3
1876;Rylee;Stevenson;Zone A;Production       ;MA;CLERK;Female;Hispanic;Single;Fully Meets;3
1877;Waylon;Pennington;Zone A;Production       ;MA;CLERK;Male;Asian;Married;Fully Meets;3
1878;Kobe;Crosby;Zone B;Production       ;MA;MANAGER;Female;White;Single;Fully Meets;3
1879;Carmen;Davidson;Zone B;Production       ;MA;CLERK;Female;Black;Single;Fully Meets;3
1880;Sidney;Moran;Zone A;Production       ;MA;CLERK;Female;Black;Widowed;Fully Meets;3
1881;Alena;Bonilla;Zone B;Production       ;MA;CLERK;Male;Asian;Single;Fully Meets;3
1882;Baron;Luna;Zone A;Production       ;MA;CLERK;Female;Asian;Divorced;Fully Meets;3
1883;Giselle;Butler;Zone B;Production       ;MA;MANAGER;Female;Black;Single;Fully Meets;3
1884;Sophie;Horne;Zone C;Production       ;MA;CLERK;Female;Other;Married;Fully Meets;3
1885;Jabari;Guerrero;Zone B;Production       ;MA;CLERK;Male;Other;Married;Fully Meets;3
1886;Ahmed;Montgomery;Zone A;Production       ;MA;MANAGER;Male;White;Single;Fully Meets;3
1887;Esther;Spears;Zone C;Production       ;MA;CLERK;Male;White;Divorced;Fully Meets;3
1888;Darian;Wall;Zone B;Production       ;MA;CLERK;Female;White;Married;Fully Meets;3
1889;Kaleb;Cole;Zone B;Production       ;MA;CLERK;Female;Other;Divorced;Fully Meets;3
1890;Anthony;Terrell;Zone B;Production       ;MA;CLERK;Female;White;Widowed;Fully Meets;3
1891;William;Douglas;Zone C;Production       ;MA;CLERK;Female;Hispanic;Married;Fully Meets;3
1892;Saniya;Buck;Zone A;Production       ;MA;CLERK;Female;Asian;Single;Fully Meets;3
1893;Kristopher;Owen;Zone A;Production       ;MA;CLERK;Male;White;Divorced;Fully Meets;3
1894;Hadley;Tapia;Zone A;Production       ;MA;CLERK;Male;Other;Single;Fully Meets;3
1895;Lillie;Bush;Zone A;Production       ;MA;CLERK;Female;White;Married;Fully Meets;3
1896;Lamont;Cook;Zone A;Production       ;MA;CLERK;Female;Hispanic;Married;Fully Meets;3
1897;Danna;Rollins;Zone C;Production       ;MA;CLERK;Male;Asian;Divorced;Fully Meets;3
1898;Shaun;Velazquez;Zone C;Production       ;MA;CLERK;Female;White;Single;Fully Meets;3
1899;Kolton;Duarte;Zone C;Production       ;MA;CLERK;Female;Asian;Married;Fully Meets;3
1900;Jonas;Braun;Zone B;Production       ;MA;CLERK;Female;Hispanic;Widowed;Fully Meets;3
1901;Meadow;Howe;Zone B;Production       ;MA;CLERK;Female;White;Divorced;Fully Meets;3
1902;Sarahi;Raymond;Zone A;Production       ;MA;MANAGER;Male;Other;Divorced;Fully Meets;3
1903;Taylor;Wiggins;Zone C;Production       ;MA;CLERK;Female;Black;Divorced;Fully Meets;3
1904;Ezra;Zhang;Zone C;Production       ;MA;CLERK;Female;Asian;Widowed;Fully Meets;3
1905;Sonia;Chung;Zone B;Production       ;MA;MANAGER;Female;Asian;Married;Fully Meets;3
1906;Bryce;Mills;Zone B;Production       ;MA;CLERK;Male;Hispanic;Widowed;Fully Meets;3
1907;Wade;Wiggins;Zone C;Production       ;MA;CLERK;Male;Asian;Widowed;Fully Meets;3
1908;Selina;Gonzalez;Zone B;Production       ;MA;CLERK;Female;White;Widowed;Fully Meets;3
1909;Tyree;Parsons;Zone A;Production       ;MA;CLERK;Female;White;Widowed;Fully Meets;3
1910;Adrian;Murray;Zone C;Production       ;MA;CLERK;Female;Hispanic;Divorced;Fully Meets;3
1911;Kael;Fisher;Zone B;Production       ;MA;CLERK;Female;White;Divorced;Fully Meets;3
1912;Erica;French;Zone B;Production       ;MA;CLERK;Female;Asian;Married;Fully Meets;3
1913;Damaris;Oneal;Zone B;Production       ;MA;CLERK;Male;White;Married;Fully Meets;3
1914;Rebecca;Craig;Zone B;Production       ;MA;MANAGER;Female;Other;Married;Fully Meets;3
1915;Carley;Waters;Zone B;Production       ;MA;CLERK;Female;Asian;Divorced;Fully Meets;3
1916;Kadyn;Harrison;Zone A;Production       ;MA;CLERK;Male;Other;Divorced;Fully Meets;3
1917;Megan;Huang;Zone B;Production       ;MA;CLERK;Female;Black;Single;Fully Meets;3
1918;Callum;Blair;Zone B;Production       ;MA;MANAGER;Female;Black;Single;Fully Meets;3
1919;Emilie;Donaldson;Zone A;Production       ;MA;CLERK;Female;Other;Widowed;Fully Meets;3
1920;Darius;Duke;Zone B;Production       ;MA;CLERK;Female;Hispanic;Widowed;Fully Meets;3
1921;Kenya;Decker;Zone C;Production       ;MA;CLERK;Male;Other;Married;Fully Meets;3
1922;Tyrese;Sloan;Zone A;Production       ;MA;CLERK;Male;Asian;Divorced;Fully Meets;3
1923;Giana;Roach;Zone B;Production       ;MA;MANAGER;Female;Other;Widowed;Fully Meets;3
1924;Teagan;Swanson;Zone B;Production       ;MA;CLERK;Female;Hispanic;Married;Fully Meets;3
1925;Jerome;Fischer;Zone B;Production       ;MA;CLERK;Male;Other;Divorced;Fully Meets;3
1926;Grayson;Preston;Zone A;Production       ;MA;MANAGER;Male;Black;Single;Fully Meets;3
1927;Turner;Bradley;Zone C;Production       ;MA;CLERK;Male;Hispanic;Married;Fully Meets;3
1928;Elvis;Daniels;Zone A;Production       ;MA;CLERK;Female;Hispanic;Widowed;Fully Meets;3
1929;Rose;Travis;Zone A;Production       ;MA;MANAGER;Female;Asian;Widowed;Fully Meets;3
1930;Frank;Williams;Zone C;Production       ;MA;CLERK;Female;Asian;Single;Fully Meets;3
1931;Yurem;Donovan;Zone B;Production       ;MA;CLERK;Female;White;Single;Fully Meets;3
1932;John;Smith;Zone A;Sales;MA;MANAGER;Male;Other;Widowed;Fully Meets;3
1933;Lynn;Daneault;Zone C;Sales;VT;CLERK;Female;Black;Widowed;Fully Meets;3
1934;Donysha;Kampew;Zone B;Sales;PA;MANAGER;Female;Other;Widowed;Fully Meets;3
1935;Jordin;Lozano;Zone A;Sales;MA;MANAGER;Male;Hispanic;Divorced;Fully Meets;3
1936;Ronald;Gross;Zone B;Sales;PA;CLERK;Female;Hispanic;Widowed;Fully Meets;3
1937;Maryjane;Choi;Zone A;Sales;PA;CLERK;Female;Asian;Single;Fully Meets;3
1938;Madalynn;Yates;Zone A;Sales;MA;CLERK;Female;Other;Single;Fully Meets;3
1939;Angelina;Peck;Zone C;Sales;PA;CLERK;Female;Asian;Married;Fully Meets;3
1940;Dario;Shaw;Zone A;Sales;MA;MANAGER;Female;Asian;Widowed;Fully Meets;3
1941;Deven;Frazier;Zone A;Sales;PA;CLERK;Female;Hispanic;Widowed;Fully Meets;3
1942;Jett;Kent;Zone A;Sales;MA;CLERK;Female;Other;Widowed;Fully Meets;3
1943;Zander;Aguilar;Zone A;Sales;PA;CLERK;Female;White;Widowed;Fully Meets;3
1944;Alessandro;Chavez;Zone A;Sales;PA;CLERK;Female;Asian;Married;Fully Meets;3
1945;Jaxson;Brady;Zone A;Sales;MA;CLERK;Female;White;Married;Fully Meets;3
1946;Giovanni;Whitaker;Zone A;Sales;PA;CLERK;Female;Other;Widowed;Fully Meets;3
1947;Karen;Goodman;Zone C;Sales;PA;MANAGER;Female;White;Single;Fully Meets;3
1948;Skyla;Lambert;Zone B;Sales;PA;CLERK;Female;Black;Married;Fully Meets;3
1949;Ashlynn;Duffy;Zone A;Sales;PA;CLERK;Female;Hispanic;Divorced;Fully Meets;3
1950;Lilliana;Walker;Zone C;Production       ;PA;CLERK;Female;Asian;Married;Fully Meets;3
1951;Lindsay;Copeland;Zone A;Sales;MA;CLERK;Female;Asian;Married;Fully Meets;3
1952;Kristin;Mccarty;Zone A;Sales;PA;CLERK;Female;Other;Divorced;Fully Meets;3
1953;Barbara;Sutwell;Zone B;Production       ;MA;MANAGER;Female;Asian;Divorced;Fully Meets;3
1954;Lenora;Tejeda;Zone C;Production       ;MA;MANAGER;Female;Other;Divorced;Fully Meets;3
1955;Ludwick;Harrell;Zone A;Production       ;MA;CLERK;Male;White;Married;Fully Meets;3
1956;Courtney;Beatrice;Zone A;Production       ;MA;CLERK;Female;Black;Married;Fully Meets;3
1957;Melisa;Gerke;Zone C;Production       ;MA;MANAGER;Female;Asian;Widowed;Fully Meets;3
1958;Lin;Chan;Zone B;Production       ;MA;CLERK;Female;Other;Married;Fully Meets;3
1959;Kamrin;Sander;Zone B;Production       ;MA;MANAGER;Female;Asian;Married;Fully Meets;3
1960;Thomas;Rhoads;Zone A;Production       ;MA;MANAGER;Male;White;Divorced;Fully Meets;3
1961;Nina;Panjwani;Zone A;Production       ;MA;CLERK;Female;Black;Married;Fully Meets;3
1962;Megan;Faller;Zone C;Production       ;MA;CLERK;Female;Other;Divorced;Fully Meets;3
1963;Judy;Jung;Zone B;Production       ;MA;CLERK;Female;Other;Married;Fully Meets;3
1964;April;Evensen;Zone B;Production       ;MA;MANAGER;Female;Other;Married;Fully Meets;3
1965;Julissa;Hunts;Zone A;Production       ;MA;CLERK;Female;White;Widowed;Fully Meets;3
1966;Kristie;Nowlan;Zone C;Production       ;MA;CLERK;Female;Other;Widowed;Fully Meets;3
1967;Dawn;Motlagh;Zone A;Production       ;MA;CLERK;Female;Other;Single;Fully Meets;3
1968;Theresa;Wallace;Zone B;Production       ;MA;CLERK;Female;Asian;Widowed;Fully Meets;3
1969;Allison;Lydon;Zone A;Production       ;MA;CLERK;Female;White;Single;Fully Meets;3
1970;Trina;Alagbe;Zone C;Production       ;MA;CLERK;Female;Other;Single;Fully Meets;3
1971;Betsy;Bondwell;Zone C;Production       ;MA;CLERK;Female;Other;Divorced;Fully Meets;3
1972;Joe;Smith;Zone A;Production       ;MA;CLERK;Male;Asian;Single;Fully Meets;3
1973;Lisa;Lunquist;Zone B;Production       ;MA;CLERK;Female;Black;Married;Fully Meets;3
1974;Jene'ya;Darson;Zone A;Production       ;MA;MANAGER;Female;White;Widowed;Fully Meets;3
1975;Hunter;Cannon;Zone A;Production       ;MA;MANAGER;Female;Other;Divorced;Fully Meets;3
1976;Jon;Lynn;Zone C;Production       ;MA;MANAGER;Female;White;Single;Fully Meets;3
1977;Paxton;Clarke;Zone B;Production       ;MA;CLERK;Female;White;Single;Fully Meets;3
1978;Lillian;Hines;Zone B;Production       ;MA;MANAGER;Female;Other;Divorced;Fully Meets;3
1979;Liam;Snow;Zone B;Production       ;MA;CLERK;Female;Asian;Single;Fully Meets;3
1980;Arianna;Horton;Zone C;Production       ;MA;MANAGER;Female;Hispanic;Married;Fully Meets;3
1981;Ayanna;Short;Zone A;Production       ;MA;CLERK;Male;Black;Divorced;Fully Meets;3
1982;Steve;Charles;Zone C;Production       ;MA;MANAGER;Female;Hispanic;Married;Fully Meets;3
1983;Ricardo;Bruce;Zone C;Production       ;MA;CLERK;Female;Asian;Widowed;Fully Meets;3
1984;Laura;Gutierrez;Zone B;Production       ;MA;CLERK;Female;Black;Single;Fully Meets;3
1985;Braxton;Rojas;Zone B;Production       ;MA;CLERK;Female;White;Widowed;Fully Meets;3
1986;Sage;Mercer;Zone C;Production       ;MA;MANAGER;Female;Black;Divorced;Fully Meets;3
1987;Chase;Horn;Zone C;Production       ;MA;MANAGER;Female;White;Single;Fully Meets;3
1988;Juliana;Dyer;Zone A;Production       ;MA;CLERK;Female;Black;Single;Fully Meets;3
1989;Alec;Stephens;Zone A;Production       ;MA;CLERK;Female;Other;Married;Fully Meets;3
1990;Adriana;Weber;Zone C;Production       ;MA;CLERK;Female;Black;Divorced;Fully Meets;3
1991;Lola;Hensley;Zone B;Production       ;MA;CLERK;Female;Other;Married;Fully Meets;3
1992;Shamar;Delgado;Zone A;Production       ;MA;CLERK;Female;White;Divorced;Fully Meets;3
1993;Emmanuel;Huang;Zone A;Production       ;MA;CLERK;Female;Hispanic;Divorced;Fully Meets;3
1994;Brenna;Decker;Zone A;Production       ;MA;CLERK;Female;Other;Single;Fully Meets;3
1995;Averie;Wolfe;Zone A;Production       ;MA;CLERK;Female;Other;Married;Fully Meets;3
1996;Gaige;Marsh;Zone A;Production       ;MA;CLERK;Female;White;Single;Fully Meets;3
1997;Karli;Ross;Zone B;Production       ;MA;MANAGER;Female;Asian;Divorced;Fully Meets;3
1998;Amiyah;Beasley;Zone C;Production       ;MA;CLERK;Female;Black;Widowed;Fully Meets;3
1999;Kayla;Gibbs;Zone A;Production       ;MA;CLERK;Female;Other;Widowed;Fully Meets;3
2000;Jocelyn;Jackson;Zone A;Production       ;MA;CLERK;Female;Black;Widowed;Fully Meets;3
2001;Gilbert;Newman;Zone B;Production       ;MA;MANAGER;Female;White;Widowed;Fully Meets;3
2002;Roberto;Rosales;Zone B;Production       ;MA;CLERK;Female;White;Married;Fully Meets;3
2003;Justice;Rhodes;Zone B;Production       ;MA;CLERK;Female;Other;Married;Fully Meets;3
2004;Adyson;Esparza;Zone B;Production       ;MA;CLERK;Female;Other;Divorced;Fully Meets;3
2005;Laci;Baird;Zone B;Production       ;MA;CLERK;Female;Asian;Widowed;Fully Meets;3
2006;Samson;Meza;Zone C;Production       ;MA;MANAGER;Male;Other;Married;Fully Meets;3
2007;Deacon;Bass;Zone C;Production       ;MA;CLERK;Female;Black;Widowed;Fully Meets;3
2008;Kaila;Johnston;Zone A;Production       ;MA;CLERK;Female;Asian;Widowed;Fully Meets;3
2009;Cayden;Maynard;Zone C;Production       ;MA;CLERK;Female;White;Widowed;Fully Meets;3
2010;Araceli;Mcguire;Zone B;Production       ;MA;CLERK;Female;Hispanic;Married;Fully Meets;3
2011;Naomi;Hardin;Zone B;Production       ;MA;CLERK;Female;Asian;Married;Fully Meets;3
2012;Darnell;Eaton;Zone B;Production       ;MA;MANAGER;Female;White;Single;Fully Meets;3
2013;Zariah;Ritter;Zone A;Production       ;MA;CLERK;Female;Black;Widowed;Fully Meets;3
2014;Malaki;Richards;Zone B;Production       ;MA;CLERK;Female;Asian;Divorced;Fully Meets;3
2015;Markus;Robles;Zone B;Production       ;MA;CLERK;Female;White;Widowed;Fully Meets;3
2016;Angela;Kaufman;Zone C;Production       ;MA;CLERK;Female;White;Widowed;Fully Meets;3
2017;Shaniya;Wolfe;Zone B;Production       ;MA;CLERK;Female;Black;Single;Fully Meets;3
2018;Anya;Morton;Zone C;Production       ;MA;CLERK;Female;Asian;Divorced;Fully Meets;3
2019;Emery;Peck;Zone C;Production       ;MA;CLERK;Female;White;Widowed;Fully Meets;3
2020;Angelique;Mathis;Zone A;Production       ;MA;CLERK;Female;Black;Widowed;Fully Meets;3
2021;Marlee;Woods;Zone A;Production       ;MA;CLERK;Female;Asian;Widowed;Fully Meets;3
2022;Jocelyn;Valentine;Zone B;Production       ;MA;CLERK;Female;White;Divorced;Fully Meets;3
2023;Sophie;Moran;Zone C;Production       ;MA;CLERK;Female;Hispanic;Divorced;Fully Meets;3
2024;Yair;Snyder;Zone C;Production       ;MA;MANAGER;Female;Asian;Single;Fully Meets;3
2025;Shamar;Herman;Zone C;Production       ;MA;CLERK;Female;Asian;Single;Fully Meets;3
2026;Ishaan;Schaefer;Zone A;Production       ;MA;CLERK;Female;Hispanic;Married;Fully Meets;3
2027;Liam;Figueroa;Zone A;Production       ;MA;CLERK;Female;Black;Single;Fully Meets;3
2028;Linda;Combs;Zone C;Production       ;MA;CLERK;Female;Hispanic;Widowed;Fully Meets;3
2029;Marilyn;Moss;Zone C;Production       ;MA;CLERK;Female;Black;Single;Fully Meets;3
2030;Yuliana;Nelson;Zone B;Production       ;MA;CLERK;Female;Asian;Married;Fully Meets;3
2031;August;Wiley;Zone C;Production       ;MA;MANAGER;Male;Asian;Married;Fully Meets;3
2032;Lindsay;Pennington;Zone C;Production       ;MA;CLERK;Male;Asian;Divorced;Fully Meets;3
2033;Nico;Villarreal;Zone A;Production       ;MA;CLERK;Female;White;Divorced;Fully Meets;3
2034;Jaliyah;Conway;Zone C;Production       ;MA;CLERK;Female;Asian;Married;Fully Meets;3
2035;Raymond;Gillespie;Zone C;Production       ;MA;CLERK;Female;Asian;Married;Fully Meets;3
2036;Joey;Montes;Zone A;Production       ;MA;CLERK;Female;Asian;Single;Fully Meets;3
2037;Ian;Hester;Zone C;Production       ;MA;CLERK;Female;White;Married;Fully Meets;3
2038;Weston;Rios;Zone A;Production       ;MA;CLERK;Female;Black;Married;Fully Meets;3
2039;Carson;Pennington;Zone B;Production       ;MA;CLERK;Female;White;Single;Fully Meets;3
2040;Brynlee;Crawford;Zone B;Production       ;MA;CLERK;Female;Other;Divorced;Fully Meets;3
2041;Sanai;Rose;Zone C;Production       ;MA;CLERK;Female;Black;Single;Fully Meets;3
2042;Luna;Arroyo;Zone C;Production       ;MA;CLERK;Female;White;Married;Fully Meets;3
2043;Lorelai;Hale;Zone C;Production       ;MA;CLERK;Female;White;Married;Fully Meets;3
2044;Darrell;Horne;Zone C;Production       ;MA;CLERK;Female;Black;Married;Fully Meets;3
2045;Itzel;Nunez;Zone A;Production       ;MA;CLERK;Female;Other;Divorced;Fully Meets;3
2046;Serena;Lutz;Zone C;Production       ;MA;MANAGER;Female;Asian;Widowed;Fully Meets;3
2047;Gwendolyn;Gray;Zone A;Production       ;MA;CLERK;Female;White;Single;Fully Meets;3
2048;Khalil;Lee;Zone B;Production       ;MA;CLERK;Female;Asian;Married;Fully Meets;3
2049;Corinne;Navarro;Zone A;Production       ;MA;CLERK;Female;Asian;Widowed;Fully Meets;3
2050;Meadow;Atkins;Zone C;Production       ;MA;CLERK;Female;White;Widowed;Fully Meets;3
2051;Jaden;Charles;Zone C;Production       ;MA;CLERK;Female;Black;Single;Fully Meets;3
2052;Blaine;Contreras;Zone B;Production       ;MA;CLERK;Female;Hispanic;Married;Fully Meets;3
2053;Kolten;Kim;Zone B;Production       ;MA;CLERK;Female;White;Divorced;Fully Meets;3
2054;Erika;Mata;Zone C;Production       ;MA;MANAGER;Female;Black;Married;Fully Meets;3
2055;Beau;Olsen;Zone A;Production       ;MA;MANAGER;Female;White;Divorced;Fully Meets;3
2056;Kelly;Ellis;Zone A;Production       ;MA;CLERK;Female;White;Divorced;Fully Meets;3
2057;Nikhil;Rivas;Zone C;Production       ;MA;CLERK;Male;Hispanic;Married;Fully Meets;3
2058;Brady;Boyd;Zone A;Production       ;MA;CLERK;Male;White;Divorced;Fully Meets;3
2059;Alfred;Manning;Zone C;Production       ;MA;CLERK;Female;White;Married;Fully Meets;3
2060;Angelina;Russell;Zone C;Production       ;MA;CLERK;Female;Asian;Divorced;Fully Meets;3
2061;King;Garrison;Zone A;Production       ;MA;MANAGER;Female;Other;Married;Fully Meets;3
2062;Kale;Middleton;Zone C;Production       ;MA;CLERK;Female;Hispanic;Single;Fully Meets;3
2063;Kailyn;Montgomery;Zone B;Production       ;MA;CLERK;Female;Hispanic;Married;Fully Meets;3
2064;Philip;Cobb;Zone C;Production       ;MA;MANAGER;Female;White;Single;Fully Meets;3
2065;Bria;Spence;Zone C;Production       ;MA;CLERK;Female;Other;Single;Fully Meets;3
2066;Ellie;Holder;Zone A;Production       ;MA;MANAGER;Female;Asian;Single;Fully Meets;3
2067;Denzel;Clark;Zone C;Production       ;MA;MANAGER;Female;White;Divorced;Fully Meets;3
2068;Sidney;Lewis;Zone C;Production       ;MA;CLERK;Female;White;Divorced;Fully Meets;3
2069;Simon;Rivers;Zone C;Production       ;MA;MANAGER;Female;Other;Widowed;Fully Meets;3
2070;Branson;Schneider;Zone A;Production       ;MA;CLERK;Female;White;Divorced;Fully Meets;3
2071;Maren;Whitehead;Zone A;Production       ;MA;CLERK;Female;White;Widowed;Fully Meets;3
2072;Gilbert;Hensley;Zone A;Production       ;MA;CLERK;Female;White;Single;Fully Meets;3
2073;Armani;Barker;Zone B;Production       ;MA;MANAGER;Female;Hispanic;Single;Fully Meets;3
2074;Tamia;Byrd;Zone B;Production       ;MA;MANAGER;Female;Hispanic;Widowed;Fully Meets;3
2075;Oliver;Richardson;Zone A;Production       ;MA;MANAGER;Female;Other;Married;Fully Meets;3
2076;Nathalia;Larson;Zone A;Production       ;MA;MANAGER;Female;Black;Divorced;Fully Meets;3
2077;Laurel;Chan;Zone A;Production       ;MA;CLERK;Female;Asian;Married;Fully Meets;3
2078;Alejandra;Barnes;Zone B;Production       ;MA;CLERK;Female;White;Single;Fully Meets;3
2079;Emilio;Daniel;Zone B;Production       ;MA;CLERK;Female;White;Married;Fully Meets;3
2080;Ellie;Robbins;Zone B;Production       ;MA;MANAGER;Female;Other;Married;Fully Meets;3
2081;Vicente;Hansen;Zone A;Production       ;MA;MANAGER;Female;Asian;Married;Fully Meets;3
2082;Jordan;Kemp;Zone C;Production       ;MA;CLERK;Male;Black;Single;Fully Meets;3
2083;Edith;Richard;Zone C;Production       ;MA;CLERK;Female;Hispanic;Divorced;Fully Meets;3
2084;Dustin;Snow;Zone B;Production       ;MA;CLERK;Female;Hispanic;Divorced;Fully Meets;3
2085;Layton;Goodwin;Zone C;Production       ;MA;CLERK;Female;Asian;Married;Fully Meets;3
2086;Eliza;Munoz;Zone A;Production       ;MA;CLERK;Female;Asian;Divorced;Fully Meets;3
2087;Arianna;Durham;Zone A;Production       ;MA;CLERK;Female;Black;Widowed;Fully Meets;3
2088;Lia;Orr;Zone B;Production       ;MA;MANAGER;Female;White;Divorced;Fully Meets;3
2089;Ethan;Rhodes;Zone C;Production       ;MA;MANAGER;Female;White;Married;Fully Meets;3
2090;Alexis;Nielsen;Zone B;Production       ;MA;CLERK;Female;Asian;Divorced;Fully Meets;3
2091;Adalyn;Bass;Zone C;Production       ;MA;CLERK;Female;Black;Single;Fully Meets;3
2092;Hadley;Benson;Zone C;Production       ;MA;CLERK;Female;Asian;Widowed;Fully Meets;3
2093;Carlee;Lang;Zone A;Production       ;MA;CLERK;Female;Hispanic;Married;Fully Meets;3
2094;Eli;Flores;Zone C;Production       ;MA;CLERK;Female;Black;Married;Fully Meets;3
2095;Lyric;Solomon;Zone A;Production       ;MA;MANAGER;Female;Other;Divorced;Fully Meets;3
2096;Jerome;Howard;Zone C;Production       ;MA;MANAGER;Female;Black;Single;Fully Meets;3
2097;Parker;Fritz;Zone C;Production       ;MA;CLERK;Female;Black;Widowed;PIP;2
2098;Phillip;Fuentes;Zone B;Production       ;MA;CLERK;Female;Other;Divorced;PIP;5
2099;Drake;Wiggins;Zone B;Production       ;MA;MANAGER;Female;Hispanic;Widowed;PIP;4
2100;Lucy;Santos;Zone A;Production       ;MA;MANAGER;Female;Other;Divorced;Exceeds;4
2101;Justice;Curry;Zone B;Production       ;MA;CLERK;Female;Hispanic;Married;PIP;5
2102;Valeria;Zavala;Zone B;Production       ;MA;CLERK;Female;Asian;Single;Exceeds;2
2103;Nola;Sellers;Zone A;Production       ;MA;MANAGER;Female;Asian;Widowed;Exceeds;5
2104;Andre;Fields;Zone A;Production       ;MA;CLERK;Female;Hispanic;Widowed;Exceeds;2
2105;Joel;Hanson;Zone C;Production       ;MA;MANAGER;Female;Hispanic;Single;Needs Improvement;4
2106;Tony;Mendoza;Zone C;Production       ;MA;CLERK;Male;White;Widowed;Exceeds;2
2107;Jacqueline;Black;Zone B;Production       ;MA;MANAGER;Female;Hispanic;Widowed;Exceeds;1
2108;Denise;Mccullough;Zone A;Production       ;MA;CLERK;Female;White;Widowed;Needs Improvement;2
